 Rank 	 ChEMBL ID 	 Common name 
 1 	 CHEMBL2074	 Maltase-glucoamylase 
 2 	 CHEMBL2748	 Sucrase-isomaltase 
 3 	 CHEMBL3114	 Sucrase-isomaltase 
 4 	 CHEMBL4176	 Alpha-L-fucosidase I 
 5 	 CHEMBL2179	 Beta-glucocerebrosidase 
 6 	 CHEMBL2063	 Ceramide glucosyltransferase 
 7 	 CHEMBL2608	 Lysosomal alpha-glucosidase 
 8 	 CHEMBL3513	 Acidic alpha-glucosidase 
 9 	 CHEMBL3880	 Heat shock protein HSP 90-alpha 
 10 	 CHEMBL5921	 Bifunctional protein NCOAT 
 11 	 CHEMBL2710	 Alpha-L-fucosidase I 
 12 	 CHEMBL2568	 Liver glycogen phosphorylase 
 13 	 CHEMBL3761	 Beta-glucosidase 
 14 	 CHEMBL205	 Carbonic anhydrase II 
 15 	 CHEMBL261	 Carbonic anhydrase I 
 16 	 CHEMBL3242	 Carbonic anhydrase XII 
 17 	 CHEMBL3594	 Carbonic anhydrase IX 
 18 	 CHEMBL3526	 Muscle glycogen phosphorylase 
 19 	 CHEMBL2308	 Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase 
 20 	 CHEMBL1795098	 Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 
